,Year,Cereals and products,Meat and fish,Egg,Milk and products,Oils and fats,Fruits,Vegetables,Pulses and products,Sugar and Confectionery,Spices,Non-alcoholic beverages,"Prepared meals, snacks, sweets etc.",Food and beverages,"Pan, tobacco and intoxicants",Clothing,Footwear,Clothing and footwear,Fuel and light,Household goods and services,Health,Transport and communication,Recreation and amusement,Education,Personal care and effects,Miscellaneous,Monthly Growth Rate (%),Annual Growth Rate (%)
Spices,0.9084604715924945,0.9659830063309557,0.9137157033909618,0.8921527261853556,0.958677584039928,0.8365552817461145,0.9069786700746605,0.701766115137481,0.7549374060155281,0.7333925125025545,1.0,0.9499944197876167,0.9567595566470357,0.9584440290746153,0.8985068114175628,0.9565931186431216,0.9734799241548235,0.9596302471086935,0.9327338437181415,0.953641763514149,0.944534935991698,0.9159359295822324,0.9478931598783042,0.9313766393058078,0.9472554801828107,0.9460220482521102,-0.03380915568314644,
Non-alcoholic beverages,0.9556880544479378,0.957259583736835,0.9789498955531675,0.9549373901074366,0.9663118287314352,0.9555371818928935,0.9348086928759539,0.7137760668626167,0.6710915495635863,0.748837108551366,0.9499944197876167,1.0,0.9820382555569878,0.9795220535651445,0.9546055863391466,0.9828796404674564,0.9791655834871198,0.983323340684868,0.984710798056158,0.9857045253453438,0.9890137064629798,0.985973286062588,0.9918300852173763,0.9555660522368136,0.9840662999717165,0.9922646716996854,0.004174780129737291,
"Prepared meals, snacks, sweets etc.",0.9852888780442833,0.9781996409452056,0.9658631308804067,0.9461315044445884,0.9951930004695718,0.910244015508584,0.9556113320701798,0.7098297234553883,0.6481114874810426,0.7865612741972813,0.9567595566470357,0.9820382555569878,1.0,0.9829662749787241,0.9790914470678508,0.9984711184247247,0.9869790235963176,0.9979050901822889,0.9653506063878504,0.9979622314079528,0.9918359178233311,0.9537923469697909,0.9935580169102721,0.991009899169619,0.9839264532909564,0.9914003319106444,-0.014600532829422884,
Food and beverages,0.9576985758707354,0.9701996708602797,0.975938888394355,0.9502024862913131,0.9780343529494876,0.9102418532982488,0.9495809194866939,0.8123293420451153,0.6921653583114564,0.7662172672931477,0.9584440290746153,0.9795220535651445,0.9829662749787241,1.0,0.9615088184164244,0.982045076909216,0.9745629928545704,0.9819933770117429,0.957582185357142,0.9837331666685388,0.9829609129064562,0.9591342912147126,0.9852449573870492,0.9730390870801288,0.9841708271003315,0.9856325890097195,0.04037869016166034,
"Pan, tobacco and intoxicants",0.9907072091702066,0.9378144348512814,0.9653873159064463,0.9487158121263768,0.976015102866195,0.897762186395785,0.9455084250410162,0.7011043209291344,0.616627845836827,0.7895083492459435,0.8985068114175628,0.9546055863391466,0.9790914470678508,0.9615088184164244,1.0,0.9715403444796529,0.937163784417444,0.9680773862296556,0.9206069986728093,0.9730597886356376,0.9712608029881935,0.9202324714327133,0.9707178726949772,0.9867308595757619,0.9651536626907558,0.9693721522093105,-0.0006574419405558317,
Clothing,0.9811613757351955,0.9821117641958907,0.9645939483351931,0.9446688938498218,0.9911812295418114,0.9130542538834711,0.9519598273791429,0.7124051565672553,0.6330578012439771,0.7750110949586327,0.9565931186431216,0.9828796404674564,0.9984711184247247,0.982045076909216,0.9715403444796529,1.0,0.9920411761279706,0.9998703604122131,0.9730309476563385,0.9993837777247999,0.9947913486289421,0.9603811165815286,0.9956579909769874,0.9874399901787855,0.9861181041679696,0.9938937287772754,-0.00841458797026847,
Footwear,0.9534044576175744,0.9846506030855309,0.9489557490182304,0.9227654829930096,0.9788812502633905,0.903496832351288,0.9343462946561262,0.7034412771917905,0.649210530564555,0.7531658015996383,0.9734799241548235,0.9791655834871198,0.9869790235963176,0.9745629928545704,0.937163784417444,0.9920411761279706,1.0,0.9939254943180116,0.9793736068276,0.9905858883475972,0.9850174937354396,0.9618679951633957,0.9874591523821982,0.9642547781161495,0.9783951265175341,0.9853624209069713,-0.004401489149549053,
Clothing and footwear,0.97851779335105,0.9832590788906497,0.9635325113408134,0.9427162654503299,0.9904848520109388,0.9127563971889608,0.9506025148673528,0.7118450942669864,0.6360341318929317,0.7728296263269779,0.9596302471086935,0.983323340684868,0.9979050901822889,0.9819933770117429,0.9680773862296556,0.9998703604122131,0.9939254943180116,1.0,0.9747210760412711,0.9991593042931451,0.994448591223582,0.9614493234618763,0.995517789928552,0.9853846215528044,0.9860275985732971,0.9937096978690251,-0.007862225575683529,
Fuel and light,0.9327482209557051,0.952502306082688,0.95646717929137,0.9273622117097587,0.9454247487328271,0.9525544756277089,0.9109500472711108,0.6880795039434221,0.6036462130048013,0.7206780781848928,0.9327338437181415,0.984710798056158,0.9653506063878504,0.957582185357142,0.9206069986728093,0.9730309476563385,0.9793736068276,0.9747210760412711,1.0,0.9750460842790457,0.9789892737217629,0.9865590899643026,0.9811440020927499,0.9324765329019582,0.9708315392848197,0.9822496524954037,0.016617391677631682,
Household goods and services,0.9810895927383196,0.9793441445002685,0.9693151192877898,0.9479614022160306,0.9893974155477931,0.9214917227932331,0.9515095929629328,0.7178346238970592,0.6352544894660312,0.7737981374583316,0.953641763514149,0.9857045253453438,0.9979622314079528,0.9837331666685388,0.9730597886356376,0.9993837777247999,0.9905858883475972,0.9991593042931451,0.9750460842790457,1.0,0.9961788223231458,0.9654801917542959,0.9968691126142893,0.9863526706077298,0.9881785749600077,0.9959271193324534,-0.003206004108814379,
Health,0.9781736827998936,0.977215784289029,0.9785085424398254,0.9589857150962864,0.978556345768464,0.9324698217839771,0.9457532423923845,0.7245632547110638,0.6232633199459143,0.7665373494188569,0.944534935991698,0.9890137064629798,0.9918359178233311,0.9829609129064562,0.9712608029881935,0.9947913486289421,0.9850174937354396,0.994448591223582,0.9789892737217629,0.9961788223231458,1.0,0.97542284020245,0.9975574084979597,0.979008561912,0.9943965062817594,0.9987238643634554,0.011939468332016841,
Transport and communication,0.9254184697416937,0.941421722688677,0.9720460114094038,0.9411062394640407,0.9317098680966516,0.9690008863119198,0.9111528668391825,0.7114639162063141,0.6036466565409205,0.7227555819833282,0.9159359295822324,0.985973286062588,0.9537923469697909,0.9591342912147126,0.9202324714327133,0.9603811165815286,0.9618679951633957,0.9614493234618763,0.9865590899643026,0.9654801917542959,0.97542284020245,1.0,0.9771840708681643,0.9198370313200566,0.9738916558417053,0.9821808152981468,0.03795219575474274,
Recreation and amusement,0.976840035168246,0.9743132887927681,0.9808076730315745,0.9541925598418993,0.9821577597570637,0.9413243809770016,0.9480403942306093,0.7222730084494541,0.6411458896163187,0.7633323907426773,0.9478931598783042,0.9918300852173763,0.9935580169102721,0.9852449573870492,0.9707178726949772,0.9956579909769874,0.9874591523821982,0.995517789928552,0.9811440020927499,0.9968691126142893,0.9975574084979597,0.9771840708681643,1.0,0.9777046201506077,0.9912371580477499,0.9983416287508913,0.00904780062021824,
Education,0.988519763422582,0.9656329951470887,0.950986616856411,0.9353771852028488,0.9898766162727393,0.8735727943248893,0.9550433650735857,0.726495426123739,0.6207534839819976,0.7870527099323061,0.9313766393058078,0.9555660522368136,0.991009899169619,0.9730390870801288,0.9867308595757619,0.9874399901787855,0.9642547781161495,0.9853846215528044,0.9324765329019582,0.9863526706077298,0.979008561912,0.9198370313200566,0.9777046201506077,1.0,0.969381732228173,0.9759221329441146,-0.009601428277274603,
Personal care and effects,0.9703489714202469,0.9806656448985138,0.983904684592318,0.9612937035460859,0.9738889852692418,0.9239129169819948,0.9378588536141163,0.7385504002328153,0.6338045488572399,0.7742481604348886,0.9472554801828107,0.9840662999717165,0.9839264532909564,0.9841708271003315,0.9651536626907558,0.9861181041679696,0.9783951265175341,0.9860275985732971,0.9708315392848197,0.9881785749600077,0.9943965062817594,0.9738916558417053,0.9912371580477499,0.969381732228173,1.0,0.99476942521307,0.023649608270769767,
Miscellaneous,0.9748039575880754,0.9761827216113947,0.9824459635143334,0.9588134986650848,0.9788763777594308,0.9410731710249487,0.9477687342978901,0.7302622216060788,0.6280082521989112,0.7678558665373368,0.9460220482521102,0.9922646716996854,0.9914003319106444,0.9856325890097195,0.9693721522093105,0.9938937287772754,0.9853624209069713,0.9937096978690251,0.9822496524954037,0.9959271193324534,0.9987238643634554,0.9821808152981468,0.9983416287508913,0.9759221329441146,0.99476942521307,1.0,0.015908439115788948,
Monthly Growth Rate (%),-0.005761821900623414,0.0005259264471741636,0.06626408574688904,-0.05320765347842284,-0.02535081085020353,0.027135039922278646,0.1039724942055962,0.17804949786081728,-0.06685582981200681,0.00687732474936862,-0.03380915568314644,0.004174780129737291,-0.014600532829422884,0.04037869016166034,-0.0006574419405558317,-0.00841458797026847,-0.004401489149549053,-0.007862225575683529,0.016617391677631682,-0.003206004108814379,0.011939468332016841,0.03795219575474274,0.00904780062021824,-0.009601428277274603,0.023649608270769767,0.015908439115788948,1.0,
Annual Growth Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,
